fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-06-28,DL,DL,DL,1298,DL,N542US,1298,13487,MSP,"Minneapolis, MN",12892,LAX,"Los Angeles, CA",1425,1422,-3,17,1439,1606,17,1618,1623,5,0,,0,N,233,241,207,1,1535,,,,,,,,,
2018-03-27,UA,UA_CODESHARE,UA,4047,EV,N16170,4047,11986,GRR,"Grand Rapids, MI",12266,IAH,"Houston, TX",645,633,-12,35,708,859,10,856,909,13,0,,0,N,191,216,171,1,1042,,,,,,,,,
2018-06-15,WN,WN,WN,121,WN,N704SW,121,13232,MDW,"Chicago, IL",13871,OMA,"Omaha, NE",1930,1926,-4,11,1937,2038,3,2050,2041,-9,0,,0,N,80,75,61,1,423,,,,,,,,,
2018-03-12,WN,WN,WN,116,WN,N217JC,116,13232,MDW,"Chicago, IL",13487,MSP,"Minneapolis, MN",1220,1219,-1,9,1228,1333,2,1345,1335,-10,0,,0,N,85,76,65,1,349,,,,,,,,,
2018-11-10,DL,DL,DL,2777,DL,N665DN,2777,10397,ATL,"Atlanta, GA",14771,SFO,"San Francisco, CA",822,820,-2,23,843,1039,8,1048,1047,-1,0,,0,N,326,327,296,1,2139,,,,,,,,,
2018-05-15,AA,AA_CODESHARE,AA,4675,YX,N116HQ,4675,14100,PHL,"Philadelphia, PA",13342,MKE,"Milwaukee, WI",905,900,-5,50,950,1045,3,1032,1048,16,0,,0,N,147,168,115,1,690,0,0,16,0,0,,,,
2019-04-17,DL,DL_CODESHARE,DL,5927,YX,N875RW,5927,14100,PHL,"Philadelphia, PA",10721,BOS,"Boston, MA",825,817,-8,34,851,941,8,1002,949,-13,0,,0,N,97,92,50,1,280,,,,,,,,,
2018-05-12,UA,UA_CODESHARE,UA,5918,OO,N791SK,5918,14685,SAV,"Savannah, GA",13930,ORD,"Chicago, IL",1825,2145,200,15,2200,2254,6,1957,2300,183,0,,0,N,152,135,114,1,773,0,0,0,0,183,,,,
2019-04-11,DL,DL,DL,1385,DL,N332DN,1385,10397,ATL,"Atlanta, GA",12889,LAS,"Las Vegas, NV",1439,1438,-1,14,1452,1553,7,1616,1600,-16,0,,0,N,277,262,241,1,1747,,,,,,,,,
2019-03-08,NK,NK,NK,417,NK,N662NK,417,11433,DTW,"Detroit, MI",11697,FLL,"Fort Lauderdale, FL",640,637,-3,10,647,913,8,945,921,-24,0,,0,N,185,164,146,1,1127,,,,,,,,,
2019-11-17,DL,DL_CODESHARE,DL,5989,YX,N210JQ,5989,12953,LGA,"New York, NY",14492,RDU,"Raleigh/Durham, NC",1230,1226,-4,20,1246,1358,9,1425,1407,-18,0,,0,N,115,101,72,1,431,,,,,,,,,
2019-03-02,AA,AA_CODESHARE,AA,5028,OH,N576NN,5028,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",2034,2031,-3,26,2057,2132,3,2136,2135,-1,0,,0,N,62,64,35,1,168,,,,,,,,,
2018-04-01,DL,DL_CODESHARE,DL,3351,9E,N8928A,3351,11308,DHN,"Dothan, AL",10397,ATL,"Atlanta, GA",655,648,-7,20,708,846,9,905,855,-10,0,,0,N,70,67,38,1,170,,,,,,,,,
2019-09-16,WN,WN,WN,235,WN,N951WN,235,10599,BHM,"Birmingham, AL",11259,DAL,"Dallas, TX",740,735,-5,7,742,906,5,925,911,-14,0,,0,N,105,96,84,1,587,,,,,,,,,
2018-05-20,DL,DL_CODESHARE,DL,4022,9E,N904XJ,4022,12478,JFK,"New York, NY",10581,BGR,"Bangor, ME",2135,2131,-4,20,2151,2243,3,2324,2246,-38,0,,0,N,109,75,52,1,382,,,,,,,,,
2019-03-31,UA,UA,UA,2207,UA,N76517,2207,14747,SEA,"Seattle, WA",12266,IAH,"Houston, TX",1420,1417,-3,21,1438,2024,5,2045,2029,-16,0,,0,N,265,252,226,1,1874,,,,,,,,,
2019-03-18,AA,AA,AA,1575,AA,N896NN,1575,11618,EWR,"Newark, NJ",11057,CLT,"Charlotte, NC",804,804,0,19,823,956,7,1013,1003,-10,0,,0,N,129,119,93,1,529,,,,,,,,,
2018-03-11,DL,DL,DL,1826,DL,N6700,1826,11697,FLL,"Fort Lauderdale, FL",10397,ATL,"Atlanta, GA",1559,1556,-3,13,1609,1740,9,1751,1749,-2,0,,0,N,112,113,91,1,581,,,,,,,,,
2018-02-10,DL,DL,DL,2571,DL,N858DZ,2571,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",1150,1213,23,13,1226,1635,4,1640,1639,-1,0,,0,N,230,206,189,1,1598,,,,,,,,,
2018-07-05,AA,AA_CODESHARE,AA,5642,OH,N582NN,5642,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",1619,1623,4,19,1642,1713,4,1719,1717,-2,0,,0,N,60,54,31,1,168,,,,,,,,,
2019-07-15,DL,DL,DL,1525,DL,N330NB,1525,13303,MIA,"Miami, FL",13487,MSP,"Minneapolis, MN",1847,1843,-4,15,1858,2133,3,2143,2136,-7,0,,0,N,236,233,215,1,1501,,,,,,,,,
2019-09-30,AA,AA_CODESHARE,AA,4472,YX,N125HQ,4472,14730,SDF,"Louisville, KY",11278,DCA,"Washington, DC",600,555,-5,12,607,714,12,739,726,-13,0,,0,N,99,91,67,1,474,,,,,,,,,
2018-08-14,DL,DL_CODESHARE,DL,5787,CP,N623CZ,5787,11884,GEG,"Spokane, WA",14747,SEA,"Seattle, WA",923,920,-3,58,1018,1106,44,1056,1150,54,0,,0,N,93,150,48,1,224,0,0,54,0,0,,,,
2019-06-23,WN,WN,WN,4806,WN,N7711N,4806,14869,SLC,"Salt Lake City, UT",14679,SAN,"San Diego, CA",1200,1202,2,11,1213,1240,2,1245,1242,-3,0,,0,N,105,100,87,1,626,,,,,,,,,
2018-11-26,B6,B6,B6,987,B6,N934JB,987,10721,BOS,"Boston, MA",12892,LAX,"Los Angeles, CA",2109,2256,107,23,2319,140,4,38,144,66,0,,0,N,389,348,321,1,2611,17,0,0,0,49,,,,
2018-01-17,AS,AS,AS,823,AS,N584AS,823,14747,SEA,"Seattle, WA",14893,SMF,"Sacramento, CA",619,614,-5,16,630,751,7,804,758,-6,0,,0,N,105,104,81,1,605,,,,,,,,,
2019-09-18,F9,F9,F9,615,F9,N701FR,615,13303,MIA,"Miami, FL",11292,DEN,"Denver, CO",700,716,16,9,725,910,9,920,919,-1,0,,0,N,260,243,225,1,1709,,,,,,,,,
2018-01-06,AA,AA,AA,524,AA,N709UW,524,15304,TPA,"Tampa, FL",11278,DCA,"Washington, DC",1855,1849,-6,10,1859,2042,4,2108,2046,-22,0,,0,N,133,117,103,1,814,,,,,,,,,
2019-11-03,UA,UA_CODESHARE,UA,6098,YV,N88332,6098,13422,MOB,"Mobile, AL",12266,IAH,"Houston, TX",700,644,-16,8,652,806,7,842,813,-29,0,,0,N,102,89,74,1,427,,,,,,,,,
2018-07-28,WN,WN,WN,5704,WN,N8556Z,5704,12892,LAX,"Los Angeles, CA",13232,MDW,"Chicago, IL",550,552,2,8,600,1134,4,1150,1138,-12,0,,0,N,240,226,214,1,1750,,,,,,,,,
2018-06-26,AA,AA,AA,10,AA,N112AN,10,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",2100,2058,-2,48,2146,546,7,530,553,23,0,,0,N,330,355,300,1,2475,0,0,23,0,0,,,,
2019-10-14,UA,UA_CODESHARE,UA,4131,EV,N603UX,4131,12266,IAH,"Houston, TX",12951,LFT,"Lafayette, LA",1420,1450,30,20,1510,1616,5,1526,1621,55,0,,0,N,66,91,66,1,201,30,0,25,0,0,,,,
2018-04-01,WN,WN,WN,2704,WN,N708SW,2704,12339,IND,"Indianapolis, IN",15304,TPA,"Tampa, FL",940,934,-6,9,943,1124,11,1155,1135,-20,0,,0,N,135,121,101,1,837,,,,,,,,,
2018-01-11,UA,UA_CODESHARE,UA,6235,YV,N504MJ,6235,14100,PHL,"Philadelphia, PA",12264,IAD,"Washington, DC",1015,1009,-6,15,1024,1053,7,1115,1100,-15,0,,0,N,60,51,29,1,135,,,,,,,,,
2018-02-08,WN,WN,WN,6243,WN,N8307K,6243,10821,BWI,"Baltimore, MD",14679,SAN,"San Diego, CA",1330,1329,-1,15,1344,1600,4,1620,1604,-16,0,,0,N,350,335,316,1,2295,,,,,,,,,
2019-01-21,WN,WN,WN,3338,WN,N404WN,3338,10423,AUS,"Austin, TX",14107,PHX,"Phoenix, AZ",655,654,-1,15,709,822,3,830,825,-5,0,,0,N,155,151,133,1,872,,,,,,,,,
2018-06-09,AA,AA_CODESHARE,AA,4605,YX,N108HQ,4605,11267,DAY,"Dayton, OH",11278,DCA,"Washington, DC",1329,1322,-7,25,1347,1501,15,1457,1516,19,0,,0,N,88,114,74,1,391,0,0,19,0,0,,,,
2018-06-21,UA,UA_CODESHARE,UA,4480,G7,N160GJ,4480,13930,ORD,"Chicago, IL",12451,JAX,"Jacksonville, FL",1750,1946,116,31,2017,2343,2,2114,2345,151,0,,0,N,144,179,146,1,864,1,0,35,0,115,,,,
2019-01-09,UA,UA_CODESHARE,UA,5757,OO,N108SY,5757,15041,SUN,"Sun Valley/Hailey/Ketchum, ID",12892,LAX,"Los Angeles, CA",1635,2107,272,29,2136,2239,13,1815,2252,277,0,,0,N,160,165,123,1,696,272,0,5,0,0,,,,
2019-04-14,WN,WN,WN,4698,WN,N248WN,4698,13871,OMA,"Omaha, NE",13232,MDW,"Chicago, IL",635,632,-3,11,643,749,5,800,754,-6,0,,0,N,85,82,66,1,423,,,,,,,,,
2019-06-08,UA,UA_CODESHARE,UA,6069,YV,N504MJ,6069,12339,IND,"Indianapolis, IN",12264,IAD,"Washington, DC",550,542,-8,15,557,709,5,722,714,-8,0,,0,N,92,92,72,1,476,,,,,,,,,
2019-11-05,UA,UA_CODESHARE,UA,5469,OO,N952SW,5469,14771,SFO,"San Francisco, CA",14570,RNO,"Reno, NV",1455,1452,-3,16,1508,1541,5,1604,1546,-18,0,,0,N,69,54,33,1,192,,,,,,,,,
2018-07-22,DL,DL_CODESHARE,DL,6221,G7,N185GJ,6221,11433,DTW,"Detroit, MI",13485,MSN,"Madison, WI",1346,1342,-4,14,1356,1348,3,1405,1351,-14,0,,0,N,79,69,52,1,311,,,,,,,,,
2018-07-26,WN,WN,WN,290,WN,N709SW,290,11193,CVG,"Cincinnati, OH",10821,BWI,"Baltimore, MD",1045,1040,-5,9,1049,1158,5,1210,1203,-7,0,,0,N,85,83,69,1,430,,,,,,,,,
2019-06-12,AA,AA,AA,2554,AA,N153AN,2554,11298,DFW,"Dallas/Fort Worth, TX",14893,SMF,"Sacramento, CA",1715,1756,41,13,1809,1918,5,1849,1923,34,0,,0,N,214,207,189,1,1431,34,0,0,0,0,,,,
2018-04-14,AA,AA,AA,2722,AA,N9628W,2722,15016,STL,"St. Louis, MO",13930,ORD,"Chicago, IL",940,933,-7,24,957,1049,12,1101,1101,0,0,,0,N,81,88,52,1,258,,,,,,,,,
2019-12-15,DL,DL_CODESHARE,DL,4231,OO,N455SW,4231,13367,MLI,"Moline, IL",13487,MSP,"Minneapolis, MN",640,712,32,13,725,815,8,815,823,8,0,,0,N,95,71,50,1,274,,,,,,,,,
2018-01-01,WN,WN,WN,4080,WN,N567WN,4080,10821,BWI,"Baltimore, MD",11292,DEN,"Denver, CO",1905,1904,-1,14,1918,2046,7,2115,2053,-22,0,,0,N,250,229,208,1,1491,,,,,,,,,
2019-02-25,AA,AA_CODESHARE,AA,5318,OH,N257PS,5318,11278,DCA,"Washington, DC",11986,GRR,"Grand Rapids, MI",1009,1013,4,11,1024,1209,9,1207,1218,11,0,,0,N,118,125,105,1,524,,,,,,,,,
2019-11-24,AS,AS,AS,800,AS,N590AS,800,14893,SMF,"Sacramento, CA",14747,SEA,"Seattle, WA",2000,1953,-7,25,2018,2159,9,2200,2208,8,0,,0,N,120,135,101,1,605,,,,,,,,,
2018-09-03,DL,DL,DL,1866,DL,N316DN,1866,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",726,725,-1,11,736,841,15,859,856,-3,0,,0,N,153,151,125,1,907,,,,,,,,,
2019-09-02,AA,AA_CODESHARE,AA,5254,OH,N226JS,5254,12197,HPN,"White Plains, NY",11278,DCA,"Washington, DC",1500,1820,200,26,1846,1945,7,1627,1952,205,0,,0,N,87,92,59,1,234,0,0,80,0,125,1527.0,73,73,
2018-08-21,UA,UA_CODESHARE,UA,4825,ZW,N460AW,4825,15919,XNA,"Fayetteville, AR",13930,ORD,"Chicago, IL",1120,1116,-4,32,1148,1308,17,1320,1325,5,0,,0,N,120,129,80,1,522,,,,,,,,,
2019-09-24,DL,DL,DL,1301,DL,N857DZ,1301,12892,LAX,"Los Angeles, CA",13495,MSY,"New Orleans, LA",1259,1259,0,11,1310,1836,3,1848,1839,-9,0,,0,N,229,220,206,1,1670,,,,,,,,,
2018-10-21,AS,AS,AS,1489,AS,N283VA,1489,14679,SAN,"San Diego, CA",14747,SEA,"Seattle, WA",800,,,,,,,1041,,,1,B,0,N,161,,,1,1050,,,,,,,,,
2019-04-25,DL,DL,DL,394,DL,N969DL,394,12339,IND,"Indianapolis, IN",10397,ATL,"Atlanta, GA",951,946,-5,13,959,1108,5,1124,1113,-11,0,,0,N,93,87,69,1,432,,,,,,,,,
2019-06-12,DL,DL,DL,1761,DL,N813DN,1761,14057,PDX,"Portland, OR",13487,MSP,"Minneapolis, MN",1149,1152,3,14,1206,1658,8,1703,1706,3,0,,0,N,194,194,172,1,1426,,,,,,,,,
2019-01-03,AA,AA_CODESHARE,AA,3351,MQ,N900AE,3351,13930,ORD,"Chicago, IL",15048,SUX,"Sioux City, IA",2050,2038,-12,19,2057,2204,5,2232,2209,-23,0,,0,N,102,91,67,1,436,,,,,,,,,
2018-04-12,AA,AA_CODESHARE,AA,3086,OO,N730SK,3086,12892,LAX,"Los Angeles, CA",14107,PHX,"Phoenix, AZ",2115,2109,-6,20,2129,2224,5,2244,2229,-15,0,,0,N,89,80,55,1,370,,,,,,,,,
2018-09-08,AA,AA,AA,283,AA,N133AN,283,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",945,958,13,21,1019,1225,2,1242,1227,-15,0,,0,N,357,329,306,1,2556,,,,,,,,,
2019-05-13,WN,WN,WN,1853,WN,N7738A,1853,15304,TPA,"Tampa, FL",14730,SDF,"Louisville, KY",915,910,-5,11,921,1105,7,1120,1112,-8,0,,0,N,125,122,104,1,727,,,,,,,,,
2018-05-11,B6,B6,B6,656,B6,N368JB,656,13204,MCO,"Orlando, FL",15096,SYR,"Syracuse, NY",2014,2002,-12,18,2020,2234,3,2256,2237,-19,0,,0,N,162,155,134,1,1053,,,,,,,,,
2019-07-03,DL,DL,DL,2120,DL,N947AT,2120,10397,ATL,"Atlanta, GA",13232,MDW,"Chicago, IL",900,857,-3,10,907,929,6,955,935,-20,0,,0,N,115,98,82,1,591,,,,,,,,,
2018-06-12,WN,WN,WN,2033,WN,N783SW,2033,12191,HOU,"Houston, TX",11540,ELP,"El Paso, TX",815,856,41,6,902,933,2,910,935,25,0,,0,N,115,99,91,1,677,0,0,0,0,25,,,,
2019-10-14,AA,AA,AA,1647,AA,N102UW,1647,14027,PBI,"West Palm Beach/Palm Beach, FL",14100,PHL,"Philadelphia, PA",1551,1559,8,10,1609,1823,7,1833,1830,-3,0,,0,N,162,151,134,1,951,,,,,,,,,
2019-01-21,WN,WN,WN,4223,WN,N787SA,4223,10423,AUS,"Austin, TX",14893,SMF,"Sacramento, CA",1255,1304,9,8,1312,1441,3,1455,1444,-11,0,,0,N,240,220,209,1,1481,,,,,,,,,
2019-10-07,WN,WN,WN,2241,WN,N920WN,2241,10821,BWI,"Baltimore, MD",14122,PIT,"Pittsburgh, PA",1610,1639,29,11,1650,1725,17,1715,1742,27,0,,0,N,65,63,35,1,210,14,0,0,0,13,,,,
2018-02-19,B6,B6,B6,1183,B6,N950JB,1183,12478,JFK,"New York, NY",13204,MCO,"Orlando, FL",1355,1355,0,27,1422,1634,13,1653,1647,-6,0,,0,N,178,172,132,1,944,,,,,,,,,
2019-02-12,WN,WN,WN,1705,WN,N8576Z,1705,12889,LAS,"Las Vegas, NV",12191,HOU,"Houston, TX",555,549,-6,10,559,1031,2,1050,1033,-17,0,,0,N,175,164,152,1,1235,,,,,,,,,
2018-09-13,AA,AA_CODESHARE,AA,5320,OH,N558NN,5320,11057,CLT,"Charlotte, NC",12339,IND,"Indianapolis, IN",1135,1127,-8,20,1147,1251,10,1314,1301,-13,0,,0,N,99,94,64,1,427,,,,,,,,,
2018-04-25,AS,AS_CODESHARE,AS,2844,QX,N632qx,2844,14747,SEA,"Seattle, WA",13851,OKC,"Oklahoma City, OK",1335,1332,-3,19,1351,1851,4,1913,1855,-18,0,,0,N,218,203,180,1,1519,,,,,,,,,
2019-06-22,AA,AA_CODESHARE,AA,4859,PT,N600BP,4859,11057,CLT,"Charlotte, NC",12223,HTS,"Ashland, WV",2005,,,,,,,2124,,,1,C,0,N,79,,,1,235,,,,,,,,,
2019-07-27,NK,NK,NK,356,NK,N657NK,356,14679,SAN,"San Diego, CA",12889,LAS,"Las Vegas, NV",1532,1523,-9,15,1538,1625,8,1651,1633,-18,0,,0,N,79,70,47,1,258,,,,,,,,,
2018-04-25,UA,UA,UA,277,UA,N804UA,277,11292,DEN,"Denver, CO",11003,CID,"Cedar Rapids/Iowa City, IA",2010,2000,-10,17,2017,2251,10,2307,2301,-6,0,,0,N,117,121,94,1,692,,,,,,,,,
2018-02-11,DL,DL_CODESHARE,DL,4282,OO,N468CA,4282,11433,DTW,"Detroit, MI",15070,SWF,"Newburgh/Poughkeepsie, NY",1540,1641,61,18,1659,1803,4,1728,1807,39,0,,0,N,108,86,64,1,479,0,0,0,0,39,,,,
2019-11-22,DL,DL_CODESHARE,DL,5393,9E,N391CA,5393,15412,TYS,"Knoxville, TN",12953,LGA,"New York, NY",757,747,-10,13,800,931,9,1009,940,-29,0,,0,N,132,113,91,1,648,,,,,,,,,
2018-02-23,B6,B6,B6,2453,B6,N705JB,2453,12478,JFK,"New York, NY",14027,PBI,"West Palm Beach/Palm Beach, FL",1218,1210,-8,15,1225,1444,2,1515,1446,-29,0,,0,N,177,156,139,1,1028,,,,,,,,,
2019-12-18,AS,AS,AS,1625,AS,N524VA,1625,12889,LAS,"Las Vegas, NV",14057,PDX,"Portland, OR",1340,1357,17,21,1418,1620,4,1604,1624,20,0,,0,N,144,147,122,1,763,0,0,5,0,15,,,,
2018-07-04,NK,NK,NK,159,NK,N664NK,159,11618,EWR,"Newark, NJ",13204,MCO,"Orlando, FL",1845,1908,23,21,1929,2127,47,2133,2214,41,0,,0,N,168,186,118,1,937,0,0,41,0,0,,,,
2018-01-28,VX,VX,VX,1416,VX,N840VA,1416,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",1547,1540,-7,30,1610,6,3,8,9,1,0,,0,N,321,329,296,1,2475,,,,,,,,,
2019-07-09,UA,UA_CODESHARE,UA,4212,EV,N16981,4212,12266,IAH,"Houston, TX",12951,LFT,"Lafayette, LA",1620,1622,2,16,1638,1714,6,1719,1720,1,0,,0,N,59,58,36,1,201,,,,,,,,,
2018-04-19,AS,AS,AS,760,AS,N247AK,760,14679,SAN,"San Diego, CA",13204,MCO,"Orlando, FL",1005,1003,-2,21,1024,1724,33,1749,1757,8,0,,0,N,284,294,240,1,2149,,,,,,,,,
2018-10-16,WN,WN,WN,704,WN,N228WN,704,13495,MSY,"New Orleans, LA",12191,HOU,"Houston, TX",945,942,-3,9,951,1042,8,1055,1050,-5,0,,0,N,70,68,51,1,302,,,,,,,,,
2019-10-25,AS,AS_CODESHARE,AS,2612,QX,N401QX,2612,14489,RDM,"Bend/Redmond, OR",14747,SEA,"Seattle, WA",1135,1132,-3,10,1142,1245,6,1250,1251,1,0,,0,N,75,79,63,1,228,,,,,,,,,
2019-11-29,UA,UA_CODESHARE,UA,5506,OO,N958SW,5506,11292,DEN,"Denver, CO",12992,LIT,"Little Rock, AR",1051,1640,349,54,1734,2019,4,1402,2023,381,0,,0,N,131,163,105,1,771,0,0,381,0,0,,,,
2018-11-06,AA,AA,AA,2082,AA,N651AW,2082,14100,PHL,"Philadelphia, PA",15304,TPA,"Tampa, FL",1750,1749,-1,22,1811,2023,4,2040,2027,-13,0,,0,N,170,158,132,1,920,,,,,,,,,
2019-03-07,WN,WN,WN,113,WN,N921WN,113,14570,RNO,"Reno, NV",14107,PHX,"Phoenix, AZ",1645,1655,10,9,1704,1929,6,1925,1935,10,0,,0,N,100,100,85,1,601,,,,,,,,,
2019-01-18,WN,WN,WN,1304,WN,N7835A,1304,13198,MCI,"Kansas City, MO",10140,ABQ,"Albuquerque, NM",1510,1519,9,6,1525,1606,3,1620,1609,-11,0,,0,N,130,110,101,1,718,,,,,,,,,
2019-06-22,AA,AA,AA,1658,AA,N194UW,1658,14107,PHX,"Phoenix, AZ",14100,PHL,"Philadelphia, PA",2205,2255,50,10,2305,617,6,540,623,43,0,,0,N,275,268,252,1,2075,0,0,0,0,43,,,,
2019-06-15,UA,UA_CODESHARE,UA,4925,C5,N12175,4925,11618,EWR,"Newark, NJ",10693,BNA,"Nashville, TN",1130,1124,-6,19,1143,1240,10,1305,1250,-15,0,,0,N,155,146,117,1,748,,,,,,,,,
2018-01-25,DL,DL,DL,1121,DL,N958AT,1121,10397,ATL,"Atlanta, GA",12217,HSV,"Huntsville, AL",1432,1427,-5,8,1435,1412,5,1427,1417,-10,0,,0,N,55,50,37,1,151,,,,,,,,,
2018-10-22,DL,DL,DL,2789,DL,N324US,2789,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",1136,1131,-5,10,1141,1420,7,1429,1427,-2,0,,0,N,173,176,159,1,1096,,,,,,,,,
2019-01-07,UA,UA_CODESHARE,UA,5677,OO,N103SY,5677,14869,SLC,"Salt Lake City, UT",13930,ORD,"Chicago, IL",820,814,-6,28,842,1216,13,1250,1229,-21,0,,0,N,210,195,154,1,1250,,,,,,,,,
2019-10-10,WN,WN,WN,2453,WN,N7823A,2453,13158,MAF,"Midland/Odessa, TX",12191,HOU,"Houston, TX",1400,1357,-3,8,1405,1507,8,1530,1515,-15,0,,0,N,90,78,62,1,441,,,,,,,,,
2018-10-25,AS,AS_CODESHARE,AS,2034,QX,N417QX,2034,14489,RDM,"Bend/Redmond, OR",14057,PDX,"Portland, OR",705,702,-3,9,711,741,4,747,745,-2,0,,0,N,42,43,30,1,116,,,,,,,,,
2018-10-12,WN,WN,WN,2277,WN,N8530W,2277,10821,BWI,"Baltimore, MD",12391,ISP,"Islip, NY",1325,1320,-5,9,1329,1410,5,1430,1415,-15,0,,0,N,65,55,41,1,220,,,,,,,,,
2019-03-28,WN,WN,WN,1984,WN,N8554X,1984,11292,DEN,"Denver, CO",12339,IND,"Indianapolis, IN",1040,1040,0,12,1052,1453,5,1505,1458,-7,0,,0,N,145,138,121,1,977,,,,,,,,,
2019-01-29,WN,WN,WN,2061,WN,N7852A,2061,14492,RDU,"Raleigh/Durham, NC",13204,MCO,"Orlando, FL",1205,1213,8,7,1220,1343,6,1355,1349,-6,0,,0,N,110,96,83,1,534,,,,,,,,,
2019-04-08,AA,AA,AA,2046,AA,N192UW,2046,15304,TPA,"Tampa, FL",11057,CLT,"Charlotte, NC",1207,1937,450,28,2005,2132,101,1355,2313,558,0,,0,N,108,216,87,1,507,0,0,400,0,158,1440.0,103,103,
2019-11-27,DL,DL,DL,1954,DL,N905DN,1954,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",900,855,-5,18,913,1543,10,1617,1553,-24,0,,0,N,257,238,210,1,1947,,,,,,,,,
2019-07-09,WN,WN,WN,1050,WN,N8602F,1050,12191,HOU,"Houston, TX",12889,LAS,"Las Vegas, NV",1700,1712,12,7,1719,1759,4,1805,1803,-2,0,,0,N,185,171,160,1,1235,,,,,,,,,
2019-11-18,DL,DL_CODESHARE,DL,4275,OO,N917EV,4275,11433,DTW,"Detroit, MI",14150,PLN,"Pellston, MI",1210,1240,30,17,1257,1339,6,1321,1345,24,0,,0,N,71,65,42,1,243,17,0,0,0,7,1206.0,17,17,
2019-11-23,AA,AA,AA,1877,AA,N112US,1877,11057,CLT,"Charlotte, NC",11697,FLL,"Fort Lauderdale, FL",1156,1240,44,12,1252,1423,10,1406,1433,27,0,,0,N,130,113,91,1,632,0,0,0,0,27,,,,
2018-05-02,UA,UA,UA,591,UA,N831UA,591,11292,DEN,"Denver, CO",11433,DTW,"Detroit, MI",1735,1747,12,28,1815,2316,17,2222,2333,71,0,,0,N,167,226,181,1,1123,12,0,59,0,0,,,,
2018-12-14,AS,AS,AS,1890,AS,N837VA,1890,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",600,,,,,,,735,,,1,C,0,N,95,,,1,337,,,,,,,,,
2019-01-17,AS,AS_CODESHARE,AS,2561,QX,N628QX,2561,13796,OAK,"Oakland, CA",14747,SEA,"Seattle, WA",1920,1917,-3,9,1926,2120,11,2125,2131,6,0,,0,N,125,134,114,1,672,,,,,,,,,
2018-01-14,WN,WN,WN,4534,WN,N420WN,4534,10800,BUR,"Burbank, CA",13796,OAK,"Oakland, CA",1025,1022,-3,14,1036,1126,5,1145,1131,-14,0,,0,N,80,69,50,1,325,,,,,,,,,
2018-03-01,AA,AA,AA,1121,AA,N3014R,1121,13495,MSY,"New Orleans, LA",13303,MIA,"Miami, FL",700,654,-6,11,705,936,11,958,947,-11,0,,0,N,118,113,91,1,675,,,,,,,,,
2019-11-16,AA,AA,AA,1167,AA,N901AA,1167,13930,ORD,"Chicago, IL",11278,DCA,"Washington, DC",1206,1201,-5,15,1216,1443,3,1459,1446,-13,0,,0,N,113,105,87,1,612,,,,,,,,,
2018-11-01,AA,AA,AA,2521,AA,N359PX,2521,12953,LGA,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1030,1030,0,9,1039,1318,12,1332,1330,-2,0,,0,N,242,240,219,1,1389,,,,,,,,,
2019-03-14,DL,DL,DL,495,DL,N958AT,495,13495,MSY,"New Orleans, LA",11433,DTW,"Detroit, MI",1820,1913,53,19,1932,2223,7,2158,2230,32,0,,0,N,158,137,111,1,926,2,0,2,0,28,,,,
2018-09-27,AA,AA,AA,2346,AA,N129AA,2346,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",1423,1423,0,21,1444,1629,11,1650,1640,-10,0,,0,N,147,137,105,1,802,,,,,,,,,
2019-06-22,AA,AA_CODESHARE,AA,6088,CP,N215NN,6088,14057,PDX,"Portland, OR",12892,LAX,"Los Angeles, CA",1132,1221,49,12,1233,1423,9,1404,1432,28,0,,0,N,152,131,110,1,834,0,0,0,0,28,,,,
2018-06-24,B6,B6,B6,563,B6,N641JB,563,11697,FLL,"Fort Lauderdale, FL",14843,SJU,"San Juan, PR",1200,1218,18,10,1228,1442,4,1440,1446,6,0,,0,N,160,148,134,1,1046,,,,,,,,,
2018-01-12,UA,UA,UA,549,UA,N465UA,549,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",952,947,-5,10,957,1050,19,1115,1109,-6,0,,0,N,143,142,113,1,678,,,,,,,,,
